STATE,MDMAUD,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
FL,XXXX,22,U,U,F,1,,,L,G,C,C,1
TX,XXXX,24,U,U,F,3,,,L,F,A,C,1
IN,XXXX,46,E,U,M,3,,,L,G,C,R,2
FL,XXXX,29,U,U,F,3,12,,L,F,C,C,2
GA,XXXX,30,E,H,M,3,,,L,F,A,C,2
other,XXXX,40,E,H,F,3,,,L,F,C,T,2
other,XXXX,46,U,U,M,3,,,L,D,D,R,2
GA,XXXX,14,E,H,F,1,,,L,F,A,S,1
other,XXXX,40,E,H,M,3,,Y,L,F,D,T,2
IL,XXXX,40,U,H,F,3,,,L,F,B,C,3
MI,XXXX,30,E,H,M,3,,,L,E,A,C,2
CA,XXXX,9,I,U,F,3,,Y,L,F,A,U,2
CA,XXXX,10,E,U,M,3,,,L,E,B,U,3
MO,XXXX,49,I,U,M,2,,,L,F,A,R,2
IN,XXXX,10,U,U,F,1,12,,L,E,B,U,3
other,XXXX,51,U,U,F,3,,,L,F,D,R,3
other,XXXX,27,E,H,M,3,,,L,G,C,C,2
IL,XXXX,1,I,H,M,1,,,L,F,A,U,1
FL,XXXX,4,E,U,M,3,,,L,D,A,U,2
WI,XXXX,45,U,U,F,3,,Y,L,E,D,R,2
MO,XXXX,18,U,H,F,3,,Y,L,G,B,S,2
FL,XXXX,31,I,U,F,3,,,L,D,B,C,2
other,XXXX,22,U,U,M,3,,,L,F,B,C,1
other,XXXX,26,E,U,M,3,,,L,F,C,C,2
other,XXXX,39,U,U,F,2,,,L,E,C,T,2
other,XXXX,27,U,H,F,2,,,L,F,B,C,2
FL,XXXX,28,E,H,M,3,,Y,L,G,B,C,2
WA,XXXX,36,U,U,M,3,,,L,F,D,T,2
IN,XXXX,36,U,U,F,1,,,L,E,C,T,2
other,XXXX,51,E,U,M,3,,,L,G,D,R,3
FL,XXXX,29,U,U,F,3,,,L,D,A,C,2
WI,XXXX,1,E,U,F,2,,,L,F,B,U,1
NC,XXXX,48,E,U,M,2,,,L,F,B,R,2
CA,XXXX,6,I,U,M,3,,,L,E,A,U,2
MO,XXXX,23,E,U,M,3,12,,L,E,A,C,1
other,XXXX,40,U,U,M,3,,,L,E,D,T,2
FL,XXXX,8,E,H,M,3,,,L,F,A,U,2
other,XXXX,27,E,U,M,2,,,L,E,B,C,2
MO,XXXX,51,U,H,M,2,,,L,F,D,R,3
IL,XXXX,3,E,H,F,3,,,L,E,A,U,1
MO,XXXX,27,E,H,M,3,,,L,F,C,C,2
other,XXXX,41,E,H,M,2,,,L,E,D,T,3
other,XXXX,8,E,H,M,3,,,L,E,B,U,2
TX,XXXX,24,E,H,F,3,,,L,G,C,C,1
CA,XXXX,36,E,H,F,2,,,L,F,A,T,2
other,XXXX,47,E,U,F,2,,,L,D,C,R,2
TX,XXXX,18,E,H,F,3,,,L,F,A,S,2
FL,XXXX,48,E,H,F,3,,,L,E,C,R,2
GA,XXXX,14,U,H,F,3,,,L,F,A,S,1
MO,XXXX,49,E,U,F,3,,,L,G,C,R,2
other,XXXX,21,E,H,M,3,,,L,E,A,S,3
NC,XXXX,32,E,H,F,3,,,L,E,B,C,2
other,XXXX,39,E,H,F,3,,,L,G,B,T,2
other,XXXX,27,I,U,F,3,,,L,F,D,C,2
other,XXXX,11,U,U,F,3,,,L,E,B,S,1
WA,XXXX,3,E,U,F,3,,,L,G,A,U,1
other,XXXX,13,E,H,F,3,,,L,F,B,S,1
CA,XXXX,8,E,H,F,3,,,L,F,A,U,2
other,XXXX,51,U,U,F,3,,,L,G,D,R,3
FL,XXXX,43,E,H,F,3,,,L,F,B,R,2
IL,XXXX,12,U,H,F,1,,,L,F,A,S,1
MI,XXXX,21,E,H,F,3,,,L,E,B,S,3
other,XXXX,35,E,H,M,3,,,L,E,B,T,1
MI,XXXX,40,U,U,F,3,12,,L,D,C,T,2
IN,XXXX,43,U,U,M,3,,,L,F,B,R,2
CA,XXXX,8,U,H,F,3,,,L,E,A,U,2
WA,XXXX,35,E,H,M,3,,,L,F,C,T,1
CA,XXXX,20,E,U,M,3,,,L,E,A,S,2
IN,XXXX,40,E,U,M,3,3,,L,F,C,C,3
other,XXXX,43,U,U,F,2,,,L,F,B,R,2
TX,XXXX,4,E,U,F,1,,Y,L,G,A,U,2
FL,XXXX,24,U,U,F,3,,,L,E,C,C,1
FL,XXXX,40,E,U,M,2,12,,L,E,B,C,3
MO,XXXX,20,E,H,F,2,,,L,F,A,S,2
other,XXXX,12,E,U,M,1,,,L,F,B,S,1
CA,XXXX,11,U,U,M,3,12,,L,G,A,S,1
CA,XXXX,8,U,H,F,3,,,L,G,A,U,2
other,XXXX,21,U,H,F,2,,,L,G,B,S,3
other,XXXX,49,E,H,M,3,,,L,E,B,R,2
FL,XXXX,29,E,U,F,3,,,L,F,A,C,2
other,XXXX,12,U,U,F,3,,,L,E,B,S,1
other,XXXX,20,U,H,F,1,,,L,F,B,S,2
NC,XXXX,41,E,U,M,3,,,L,G,B,T,3
GA,XXXX,36,U,U,M,1,,,L,F,D,T,2
WA,XXXX,53,U,U,F,2,,,L,F,D,R,3
WI,XXXX,36,E,H,M,3,,Y,L,D,D,T,2
WI,XXXX,51,E,H,F,1,,,L,F,A,R,3
CA,XXXX,3,U,U,M,3,,,L,G,A,U,1
WI,XXXX,27,E,U,F,3,,,L,F,C,C,2
other,XXXX,38,E,H,F,2,,,L,E,C,T,2
other,XXXX,47,U,U,F,3,,,L,F,C,R,2
other,XXXX,21,I,U,M,1,,,L,F,B,S,3
CA,XXXX,11,U,U,F,3,,,L,F,A,S,1
FL,XXXX,48,E,H,F,2,,,L,F,D,R,2
other,XXXX,32,E,H,M,2,,,L,F,B,C,2
other,XXXX,18,E,H,F,3,,Y,L,E,B,S,2
IL,XXXX,12,U,U,Other,1,,,L,E,A,S,1
TX,XXXX,41,E,H,M,3,,Y,L,G,C,T,3
TX,XXXX,7,E,H,M,3,,,L,F,A,U,2
other,XXXX,35,E,H,F,3,,,L,D,C,T,1
IN,XXXX,40,E,H,M,3,,Y,L,F,C,T,2
FL,XXXX,29,E,H,M,3,,,L,E,B,C,2
IL,XXXX,8,U,U,F,3,,,L,F,A,U,2
WA,XXXX,49,E,U,F,1,,,L,F,C,R,2
IL,XXXX,38,E,H,M,3,12,,L,E,D,T,2
other,XXXX,23,I,U,F,3,,,L,F,B,C,1
other,XXXX,40,U,H,M,2,,,L,F,D,T,2
FL,XXXX,36,E,H,M,3,,,L,F,C,T,2
WA,XXXX,30,E,U,F,2,,,L,E,A,C,2
other,XXXX,28,E,H,F,3,12,,L,F,D,C,2
CA,XXXX,7,I,U,F,3,,,L,F,A,U,2
TX,XXXX,39,U,U,M,1,,,L,F,B,T,2
other,XXXX,1,E,H,F,3,,,L,F,B,U,1
other,XXXX,38,U,H,F,1,12,,L,E,D,T,2
FL,XXXX,14,E,H,F,1,12,,L,E,B,S,1
other,XXXX,36,U,U,F,3,,,L,E,B,T,2
WA,XXXX,16,U,U,F,3,,,L,F,A,S,2
CA,XXXX,2,E,H,F,3,,,L,F,B,U,1
GA,XXXX,46,E,U,F,1,,,L,F,D,R,2
CA,XXXX,18,E,H,M,3,,,L,F,A,S,2
other,XXXX,35,E,H,M,2,,,L,E,B,T,1
other,XXXX,2,E,H,F,3,,,L,F,A,U,1
IL,XXXX,20,E,H,F,3,,,L,F,A,S,2
NC,XXXX,49,U,U,M,3,,,L,E,B,R,2
IL,XXXX,10,E,H,F,3,,,L,G,A,U,3
other,XXXX,53,E,H,M,2,,Y,L,D,D,R,3
IN,XXXX,51,U,U,F,3,,,L,G,D,R,3
FL,XXXX,53,U,U,F,3,,,L,D,C,R,3
other,XXXX,49,U,U,M,1,12,Y,L,F,D,R,2
other,XXXX,25,U,U,M,3,,,L,F,B,C,2
FL,XXXX,31,U,U,F,3,,,L,D,B,C,2
MI,XXXX,17,E,U,F,3,,,L,D,B,S,2
other,XXXX,12,E,H,F,2,,,L,F,B,S,1
CA,XXXX,11,E,U,M,1,,,L,E,A,S,1
other,XXXX,18,E,H,M,3,,Y,L,E,B,S,2
other,XXXX,53,U,U,M,3,,,L,E,D,R,3
other,XXXX,13,U,U,F,3,,,L,G,A,S,1
CA,XXXX,6,E,H,M,2,,Y,L,F,A,U,2
other,XXXX,43,E,H,F,2,,,L,F,D,R,2
other,XXXX,39,U,U,F,2,,,L,E,A,T,2
MI,XXXX,37,U,U,M,3,,,L,F,D,T,2
other,XXXX,24,I,U,M,3,,,L,G,C,C,1
CA,XXXX,7,E,U,F,2,,,L,F,A,U,2
GA,XXXX,36,E,U,M,1,,Y,L,F,D,T,2
other,XXXX,46,E,H,F,2,,,L,G,D,R,2
other,XXXX,44,U,U,F,3,,,L,F,C,R,2
other,XXXX,30,I,U,M,3,,,L,D,C,C,2
other,XXXX,39,E,H,M,2,,,L,F,B,T,2
MI,XXXX,32,E,H,F,2,,,L,G,A,C,2
IN,XXXX,43,I,U,F,1,,Y,L,E,D,R,2
other,XXXX,24,E,H,M,3,,Y,L,G,C,C,1
other,XXXX,49,U,U,M,3,,,L,E,B,R,2
other,XXXX,26,U,U,F,3,,,L,G,B,C,2
CA,XXXX,10,E,H,M,2,,Y,L,F,A,U,3
IL,XXXX,34,E,H,F,2,,,L,E,B,T,1
NC,XXXX,50,E,U,F,2,,,L,E,C,R,3
other,XXXX,43,E,H,F,2,,,L,G,B,R,2
IN,XXXX,39,E,U,F,2,,,L,F,B,T,2
other,XXXX,14,U,H,F,3,,,L,E,B,S,1
CA,XXXX,7,E,U,M,3,,,L,G,A,U,2
other,XXXX,40,E,H,M,3,,,L,F,B,T,2
MI,XXXX,11,E,H,M,3,,,L,F,A,S,1
FL,XXXX,11,E,H,F,3,,,L,F,B,S,1
other,XXXX,27,E,H,F,2,,,L,E,B,C,2
other,XXXX,8,E,H,M,3,,,L,F,B,U,2
IN,XXXX,44,E,H,M,3,,,L,F,D,R,2
GA,XXXX,17,E,H,F,2,,,L,G,A,S,2
MO,XXXX,39,E,H,F,3,,,L,E,C,T,2
other,XXXX,5,E,H,F,2,,,L,G,A,U,2
FL,XXXX,27,U,U,F,1,,,L,G,B,C,2
CA,XXXX,46,E,U,F,2,,,L,E,D,R,2
FL,XXXX,40,U,U,F,3,,,L,E,B,C,3
FL,XXXX,46,E,H,F,3,12,,L,E,B,R,2
WI,XXXX,51,E,U,F,3,,,L,G,D,R,3
other,XXXX,36,E,H,F,2,,,L,E,C,T,2
other,XXXX,12,U,H,Other,1,,,L,D,B,S,1
other,XXXX,41,U,U,M,2,,,L,F,C,T,3
CA,XXXX,15,U,U,M,3,,,L,E,A,S,1
GA,XXXX,14,E,U,M,3,,,L,F,A,S,1
FL,XXXX,14,E,H,M,3,,,L,G,B,S,1
other,XXXX,43,E,U,M,3,,,L,F,D,R,2
IN,XXXX,34,I,U,F,3,,,L,E,B,T,1
IL,XXXX,24,E,H,F,3,,,L,F,A,C,1
other,XXXX,27,E,H,F,2,,Y,L,G,B,C,2
other,XXXX,42,U,U,F,3,,,L,E,D,R,1
other,XXXX,41,E,H,M,3,,,L,G,B,T,3
other,XXXX,27,E,H,M,3,,,L,F,D,C,2
FL,XXXX,18,E,H,F,3,,Y,L,F,B,S,2
other,XXXX,13,U,U,F,3,,,L,D,B,S,1
CA,XXXX,36,I,U,M,3,,,L,F,A,T,2
FL,XXXX,41,E,H,F,3,,,L,F,B,T,3
other,XXXX,24,E,H,F,3,,,L,F,D,C,1
CA,XXXX,2,E,H,M,3,,,L,F,A,U,1
CA,XXXX,46,E,H,M,3,,,L,F,B,R,2
IL,XXXX,12,U,U,F,3,,,L,E,A,S,1
MI,XXXX,51,U,U,F,3,,,L,E,D,R,3
IL,XXXX,3,E,U,M,2,,,L,G,A,U,1
other,XXXX,12,U,H,M,2,,,L,E,B,S,1
FL,XXXX,32,E,H,F,3,,,L,G,A,C,2
CA,XXXX,2,E,H,F,3,,,L,E,A,U,1
CA,XXXX,40,E,H,F,3,,Y,L,F,A,C,3
FL,XXXX,31,U,U,F,3,,,L,G,A,C,2
CA,XXXX,30,E,H,F,3,,,L,F,B,C,2
other,XXXX,18,E,H,F,3,12,,L,E,B,S,2
FL,XXXX,29,E,H,F,3,,,L,D,B,C,2
CA,XXXX,31,U,U,F,3,,,L,F,A,C,2
CA,XXXX,7,E,H,M,3,,,L,F,A,U,2
CA,XXXX,14,E,H,F,3,,,L,G,A,S,1
other,XXXX,40,U,H,F,2,,,L,F,B,C,3
CA,XXXX,13,E,H,F,3,12,,L,F,A,S,1
IL,XXXX,45,U,H,M,3,,Y,L,F,D,R,2
MI,XXXX,26,E,H,M,3,,,L,E,A,C,2
CA,XXXX,24,E,H,F,2,,,L,F,A,C,1
IL,XXXX,46,E,H,M,3,,,L,E,A,R,2
MO,XXXX,13,I,U,F,3,,,L,F,A,S,1
IN,XXXX,43,E,H,F,3,,Y,L,F,D,R,2
TX,XXXX,11,U,U,F,3,,,L,E,D,S,1
FL,XXXX,27,E,H,F,3,,,L,G,A,C,2
CA,XXXX,14,I,U,F,3,,,L,F,A,S,1
TX,XXXX,27,E,H,M,3,,Y,L,F,C,C,2
NC,XXXX,34,E,H,F,1,12,Y,L,E,B,T,1
FL,XXXX,30,E,H,M,3,,,L,E,B,C,2
MI,XXXX,14,I,U,F,3,,,L,F,A,S,1
other,XXXX,34,U,H,F,1,,Y,L,F,B,T,1
other,XXXX,13,U,U,M,3,,Y,L,F,B,S,1
other,XXXX,17,E,H,M,3,,,L,F,A,S,2
CA,XXXX,8,E,H,F,3,,,L,D,B,U,2
other,XXXX,39,U,U,F,3,,,L,D,B,T,2
CA,XXXX,8,I,U,F,3,,,L,G,A,U,2
CA,L2CM,3,E,H,M,3,12,,L,F,A,U,1
IL,XXXX,2,E,H,F,2,,,L,G,A,U,1
MI,XXXX,37,E,H,M,3,,Y,L,E,B,T,2
TX,XXXX,10,U,U,F,3,,,L,F,A,U,3
MI,XXXX,49,U,U,M,3,,,L,E,D,R,2
GA,XXXX,40,U,U,F,3,,,L,E,A,T,2
CA,XXXX,24,E,H,F,3,,,L,E,A,C,1
other,XXXX,53,E,U,F,2,,,L,G,D,R,3
IL,XXXX,31,E,H,F,3,,,L,F,B,C,2
other,XXXX,23,U,H,M,2,,,L,F,B,C,1
CA,XXXX,8,U,U,F,2,,,L,D,A,U,2
FL,XXXX,51,E,H,F,2,,,L,F,C,R,3
other,XXXX,30,E,U,M,1,,,L,F,C,C,2
FL,XXXX,7,U,U,F,3,,,L,F,A,U,2
TX,XXXX,30,E,H,F,3,,,L,D,B,C,2
WA,XXXX,36,E,H,F,3,,,L,F,D,T,2
other,XXXX,12,E,H,F,3,,,L,F,B,S,1
IL,XXXX,21,E,H,M,3,,,L,F,A,S,3
CA,XXXX,22,E,U,F,1,12,,L,F,A,C,1
NC,XXXX,35,I,H,M,2,12,,L,F,C,T,1
other,XXXX,17,E,U,M,2,,,L,F,B,S,2
MI,XXXX,8,E,H,F,3,,Y,L,F,A,U,2
other,XXXX,24,E,H,F,1,12,,L,F,B,C,1
other,XXXX,35,U,U,M,3,,,L,F,B,T,1
other,XXXX,53,U,U,M,3,,,L,D,B,R,3
NC,XXXX,26,E,U,F,3,,,L,F,C,C,2
CA,XXXX,44,E,H,M,3,,,L,E,C,R,2
other,XXXX,46,E,U,M,3,,,L,G,D,R,2
other,XXXX,13,E,H,F,3,,Y,L,F,A,S,1
other,XXXX,16,E,H,F,2,,,L,F,B,S,2
MO,XXXX,43,I,U,M,2,,,L,E,B,R,2
IL,XXXX,20,E,H,F,3,,,L,D,B,S,2
other,XXXX,28,E,H,M,3,,,L,E,C,C,2
FL,XXXX,25,U,H,M,1,,,L,F,B,C,2
NC,XXXX,28,U,U,F,3,,,L,E,C,C,2
CA,XXXX,8,E,H,M,3,,,L,F,A,U,2
CA,XXXX,53,E,H,F,2,,Y,L,F,A,R,3
TX,XXXX,38,E,H,F,3,,Y,L,F,D,T,2
other,XXXX,49,U,U,M,3,,,L,E,C,R,2
other,XXXX,53,U,U,M,2,,,L,F,D,R,3
IN,XXXX,28,E,H,F,3,,,L,E,A,C,2
GA,XXXX,39,U,U,F,3,,,L,F,D,T,2
other,XXXX,49,E,H,M,2,,,L,E,D,R,2
CA,XXXX,8,E,H,M,3,,,L,F,A,U,2
other,XXXX,49,E,H,M,2,,,L,F,B,R,2
NC,XXXX,47,E,U,F,2,,,L,F,B,R,2
WI,XXXX,17,I,H,Other,1,,Y,L,F,B,S,2
TX,XXXX,17,E,H,M,3,,,L,F,A,S,2
CA,XXXX,18,E,H,M,3,,,L,D,B,S,2
other,XXXX,47,U,U,M,2,12,,L,E,D,R,2
other,XXXX,40,U,U,F,3,,,L,F,B,T,2
other,XXXX,35,I,U,F,3,,,L,G,C,T,1
other,XXXX,17,U,H,Other,3,,,L,G,B,S,2
MO,XXXX,35,U,U,F,3,,,L,F,A,T,1
other,XXXX,12,E,H,M,2,,,L,F,B,S,1
CA,XXXX,11,I,U,M,3,,,L,G,A,S,1
IL,XXXX,40,U,U,F,3,,,L,F,A,C,3
TX,XXXX,53,E,U,F,3,,,L,F,D,R,3
CA,XXXX,8,U,U,F,3,12,,L,G,A,U,2
FL,XXXX,41,U,H,M,2,,,L,F,B,T,3
IL,XXXX,39,E,H,M,3,,Y,L,E,A,T,2
IN,XXXX,44,I,U,M,1,,,L,D,D,R,2
MI,XXXX,39,U,H,M,3,,Y,L,D,B,T,2
WA,XXXX,31,U,U,F,3,,,L,G,A,C,2
WA,XXXX,44,E,U,F,2,,,L,D,B,R,2
GA,XXXX,38,U,H,F,3,,,L,G,D,T,2
MI,XXXX,27,E,H,F,3,,,L,F,B,C,2
other,XXXX,16,U,U,M,1,,,L,F,B,S,2
MI,XXXX,36,E,U,F,1,,,L,F,A,T,2
FL,XXXX,12,U,U,M,3,,,L,G,C,S,1
other,XXXX,29,U,H,M,2,,,L,G,A,C,2
MI,XXXX,16,E,H,F,2,,,L,F,B,S,2
CA,XXXX,12,U,U,F,3,,,L,G,A,S,1
WI,XXXX,46,U,U,F,2,,,L,E,D,R,2
other,XXXX,47,E,H,F,2,,,L,F,D,R,2
CA,XXXX,9,E,H,M,3,,,L,G,A,U,2
other,XXXX,53,U,U,M,2,,,L,E,D,R,3
other,XXXX,43,E,H,M,3,,,L,E,D,R,2
other,XXXX,27,E,H,F,2,,,L,F,B,C,2
other,XXXX,24,E,U,M,1,,Y,L,G,C,C,1
IL,XXXX,2,E,H,F,3,,,L,F,A,U,1
other,XXXX,27,U,U,M,3,,,L,F,C,C,2
TX,XXXX,22,U,U,M,3,,,L,F,A,C,1
other,XXXX,38,E,H,F,3,,,L,F,B,T,2
other,XXXX,18,U,U,F,3,,,L,E,B,S,2
CA,XXXX,6,U,H,F,2,,,L,E,B,U,2
CA,XXXX,30,U,H,F,3,,,L,G,B,C,2
other,XXXX,18,E,H,F,2,,,L,E,B,S,2
other,XXXX,35,E,H,F,3,,,L,F,D,T,1
other,XXXX,3,E,H,M,3,,,L,F,A,U,1
other,XXXX,40,E,H,M,3,,,L,F,C,T,2
other,XXXX,41,E,H,F,2,,,L,F,C,T,3
other,XXXX,20,I,U,F,3,,,L,F,B,S,2
CA,XXXX,17,E,H,M,2,,,L,G,A,S,2
WA,XXXX,42,E,H,M,2,,,L,F,A,R,1
TX,XXXX,22,E,U,M,1,,,L,E,A,C,1
GA,XXXX,17,E,H,M,3,,Y,L,F,A,S,2
TX,XXXX,39,E,H,M,3,,Y,L,E,B,T,2
NC,XXXX,49,U,U,F,3,,,L,F,D,R,2
MO,XXXX,10,E,H,F,3,,,L,G,A,U,3
GA,XXXX,13,E,H,F,3,,,L,F,A,S,1
CA,XXXX,9,E,H,M,3,,,L,F,A,U,2
IN,XXXX,36,U,U,F,3,,Y,L,F,D,T,2
other,XXXX,48,U,H,Other,3,,,L,F,D,R,2
MI,XXXX,8,E,H,M,1,,,L,F,C,U,2
CA,XXXX,6,E,U,M,2,,,L,D,A,U,2
other,XXXX,14,E,H,F,3,,,L,E,A,S,1
IL,XXXX,17,E,H,F,3,,,L,E,A,S,2
other,XXXX,50,E,U,M,2,,,L,F,C,R,3
IL,XXXX,16,E,H,M,3,,,L,F,A,S,2
GA,XXXX,35,E,H,F,3,,,L,F,A,T,1
WI,XXXX,41,E,H,F,3,,,L,E,D,T,3
other,XXXX,40,E,U,F,3,,,L,E,C,T,2
TX,XXXX,2,E,H,M,2,,,L,F,B,U,1
other,XXXX,45,I,H,M,2,,,L,F,D,R,2
IL,XXXX,38,E,H,M,3,,Y,L,F,D,T,2
other,XXXX,52,I,U,F,3,,,L,E,C,R,3
WA,XXXX,20,I,U,F,2,,,L,G,A,S,2
IL,XXXX,30,U,U,M,2,,,L,F,A,C,2
WA,XXXX,35,U,H,F,2,,,L,F,C,T,1
MI,XXXX,49,E,H,F,3,,,L,F,C,R,2
other,XXXX,27,E,H,M,3,,,L,F,C,C,2
IN,XXXX,49,U,U,F,1,,,L,E,D,R,2
IL,XXXX,18,E,H,F,3,,,L,E,B,S,2
TX,XXXX,4,E,H,M,2,,,L,F,A,U,2
other,XXXX,49,U,H,F,2,,,L,F,C,R,2
other,XXXX,49,E,H,M,3,,,L,E,B,R,2
GA,XXXX,36,E,H,F,3,,,L,F,C,T,2
CA,XXXX,2,I,U,F,3,,,L,F,A,U,1
CA,XXXX,25,E,H,M,3,,Y,L,G,C,C,2
other,XXXX,40,E,H,F,2,,,L,F,B,T,2
other,XXXX,1,I,U,F,2,,,L,G,B,U,1
WI,XXXX,42,E,H,M,3,,,L,E,D,R,1
other,XXXX,37,U,U,Other,3,,,L,E,D,T,2
FL,XXXX,27,E,H,F,3,,,L,E,B,C,2
TX,XXXX,24,U,H,F,1,,,L,F,B,C,1
FL,XXXX,23,E,H,F,3,,,L,G,A,C,1
other,XXXX,49,I,U,M,3,,,L,G,B,R,2
CA,XXXX,3,U,U,F,3,,,L,G,A,U,1
CA,XXXX,7,E,H,M,2,12,Y,L,G,B,U,2
other,XXXX,53,E,U,M,2,,,L,E,B,R,3
TX,XXXX,45,E,H,F,3,,,L,F,C,R,2
WA,XXXX,39,E,H,F,2,,,L,F,C,T,2
other,XXXX,35,E,U,M,3,,,L,G,D,T,1
IN,XXXX,45,U,U,M,3,,,L,F,D,R,2
other,XXXX,43,U,U,M,3,12,,L,D,D,R,2
CA,XXXX,37,E,H,M,3,,,L,F,B,T,2
MI,XXXX,18,E,U,F,1,,,L,F,A,S,2
TX,XXXX,49,E,H,M,3,,,L,G,C,R,2
other,XXXX,30,E,H,M,2,,,L,F,B,C,2
other,XXXX,2,U,U,F,3,,,L,F,A,U,1
TX,XXXX,22,E,H,F,3,,,L,G,B,C,1
CA,XXXX,15,U,H,M,3,,,L,G,A,S,1
CA,XXXX,18,I,H,F,1,,,L,F,A,S,2
WA,XXXX,14,E,H,M,3,,,L,F,A,S,1
IL,XXXX,15,E,H,F,3,,,L,F,A,S,1
MI,XXXX,18,E,H,F,3,,,L,F,A,S,2
CA,XXXX,27,U,U,F,3,,,L,F,A,C,2
WI,XXXX,45,U,U,M,2,,,L,D,B,R,2
IN,XXXX,49,E,H,M,3,,,L,E,D,R,2
MI,XXXX,36,E,U,F,2,,,L,D,C,T,2
CA,XXXX,14,E,H,M,3,,,L,E,A,S,1
other,XXXX,11,E,H,M,3,,,L,G,B,S,1
NC,XXXX,32,E,H,M,3,,,L,E,B,C,2
IL,XXXX,44,E,U,F,2,,,L,G,A,R,2
other,XXXX,37,E,H,M,3,,,L,F,D,T,2
MI,XXXX,51,E,H,F,3,,,L,E,D,R,3
MI,XXXX,17,E,H,F,2,,,L,F,A,S,2
FL,XXXX,39,E,H,M,3,,Y,L,F,B,T,2
other,XXXX,14,E,U,F,3,1,,L,E,B,S,1
CA,XXXX,28,E,H,M,2,,,L,F,A,C,2
CA,XXXX,13,E,H,M,2,,,L,F,B,S,1
IL,XXXX,13,E,H,M,3,,,L,G,A,S,1
IL,XXXX,21,U,U,F,3,12,,L,F,A,S,3
CA,XXXX,4,U,U,M,3,,,L,G,A,U,2
other,XXXX,43,U,U,F,1,,Y,L,F,C,R,2
WA,XXXX,40,E,H,M,3,,,L,F,A,T,2
other,XXXX,46,E,U,F,3,,,L,F,D,R,2
WA,XXXX,40,U,U,F,3,,,L,E,C,T,2
FL,XXXX,31,I,H,M,3,,,L,E,B,C,2
TX,XXXX,14,I,H,F,1,,,L,D,A,S,1
MI,XXXX,41,I,H,Other,3,,Y,L,G,C,T,3
IN,XXXX,45,E,H,F,3,,,L,D,C,R,2
other,XXXX,45,U,U,F,3,,,L,F,D,R,2
CA,XXXX,9,U,H,F,3,,,L,F,A,U,2
IL,XXXX,12,E,H,F,3,,,L,G,A,S,1
MO,XXXX,40,E,H,F,3,,,L,G,A,C,3
other,XXXX,49,U,H,M,2,,Y,L,F,C,R,2
MI,XXXX,49,E,H,F,2,,,L,F,D,R,2
FL,XXXX,35,E,H,M,3,12,,L,E,B,T,1
IN,XXXX,30,E,H,F,3,,,L,E,B,C,2
NC,XXXX,39,E,H,M,3,,,L,D,B,T,2
IN,XXXX,21,E,H,M,3,,,L,F,B,S,3
TX,XXXX,10,E,H,F,3,,,L,F,A,U,3
CA,XXXX,13,E,H,M,3,,,L,F,A,S,1
TX,XXXX,27,E,H,M,3,,,L,G,C,C,2
IL,XXXX,49,E,H,F,2,,,L,F,C,R,2
FL,XXXX,16,U,U,F,3,,,L,F,A,S,2
other,XXXX,46,E,H,F,2,12,Y,L,G,D,R,2
CA,XXXX,24,E,H,F,3,,,L,F,A,C,1
other,XXXX,17,E,H,M,3,,,L,E,B,S,2
CA,XXXX,3,E,H,M,3,,,L,F,A,U,1
FL,XXXX,32,E,H,F,2,,,L,E,B,C,2
TX,XXXX,53,E,U,M,2,,,L,G,D,R,3
other,XXXX,21,I,U,F,2,12,,L,F,B,S,3
FL,XXXX,28,I,U,F,3,12,,L,G,C,C,2
other,XXXX,40,U,U,F,3,,,L,G,A,C,3
other,XXXX,13,E,U,M,3,,,L,D,B,S,1
CA,XXXX,8,U,H,M,2,,,L,F,A,U,2
GA,XXXX,25,E,H,M,2,,,L,E,B,C,2
CA,XXXX,6,U,U,F,3,,,L,F,A,U,2
MI,XXXX,30,E,H,F,3,,,L,E,B,C,2
MI,XXXX,40,U,U,F,1,,,L,D,B,T,2
WI,XXXX,44,U,U,F,3,,,L,E,D,R,2
other,XXXX,38,I,H,F,3,,,L,G,D,T,2
IN,XXXX,49,E,H,M,3,,,L,E,D,R,2
other,XXXX,34,E,H,F,3,,,L,D,C,T,1
WI,XXXX,45,E,H,F,3,,Y,L,F,D,R,2
other,XXXX,32,E,H,F,3,,,L,F,B,C,2
CA,XXXX,52,E,H,M,1,,,L,F,C,R,3
CA,XXXX,12,U,H,F,2,,,L,G,A,S,1
FL,XXXX,24,U,U,M,3,12,,L,F,B,C,1
other,XXXX,45,I,U,F,3,,,L,F,D,R,2
WA,XXXX,24,E,H,M,3,12,,L,F,A,C,1
CA,XXXX,11,U,H,F,2,,,L,G,A,S,1
CA,XXXX,40,U,U,F,3,,,L,E,A,C,3
IL,XXXX,39,E,H,M,3,,,L,E,B,T,2
CA,XXXX,52,E,U,F,1,,,L,F,A,R,3
MO,XXXX,24,U,U,F,3,,,L,F,A,C,1
other,XXXX,43,E,H,M,3,,,L,F,C,R,2
CA,XXXX,2,I,U,M,3,,,L,G,A,U,1
other,XXXX,7,E,H,M,3,,,L,F,B,U,2
WI,XXXX,49,I,H,M,3,,Y,L,D,C,R,2
CA,XXXX,2,U,H,M,2,,,L,F,A,U,1
